,message_id,from_id,date,message_text
4375,8489,,2022-08-09 15:03:55+00:00,"Saachi Hot plate
ሳቺ ባለሁለት ምድጃ ስቶቭ

 2000 ዋት
 ፊውዝ የተገጠመለት
 ትልቅ ድስት መሸከም የሚችል
 አስተማማኝ ቴርሞስታት

             ዋጋ፦  1900 ብር

 +251920673552"
4376,8488,,2022-08-09 15:03:16+00:00,"Saachi 3 in 1 Blender , Grinder and Chopper
 High Quality ®

 1.5 Litres Capacity Plastic Jar 
 150gms Chopping Jar Capacity
 2 Speed Control With Pulse
 Powerful Motor
 Power :- 400W
 Plastic Lined Grinding Mill
 Voltage - AC 220 - 240V

              ዋጋ፦  3600 ብር

 +251920673552"
4379,8485,,2022-08-09 03:37:49+00:00," በቻርጅ የሚሰራ የጁስ መፍጫ ማሽን ተሻሽሎ የቀረበ ኦርጅናል #በ ፓወር ባንክም የሚሰራ ምርጥ ጁሰር ለልጅ፣ለአዋቂ  

ኦርጅናሉን  ከፈለጉ ወደ ነጃሺ shop ይደውሉ

 1100 ብር

 ቴሌግራም @nejashimarketingcenter
  ሼር ላይክ  አይርሱ

  Welcome to Nejashi Halal Market !!
 ነጃሺ ሀላል ማርኬት የሁሉም"
4380,8484,,2022-08-09 03:37:49+00:00," በቻርጅ የሚሰራ የጁስ መፍጫ ማሽን ተሻሽሎ የቀረበ ኦርጅናል #በ ፓወር ባንክም የሚሰራ ምርጥ ጁሰር ለልጅ፣ለአዋቂ

ኦርጅናሉን  ከፈለጉ ወደ ነጃሺ shop ይደውሉ

 +251920673552"
4381,8483,,2022-08-08 19:17:04+00:00,"  ተች ስቶብ  ባለ 1 እና ባለ 2 አስገብተናል  ከዋስትና ጋር

 ይህንን እና ይህን መሰሎች ዘመናዊ የቤት እቃዎች እዲደርሳቹ  ነጃሺ ሀላል SHOP ይከታተሉ  

 ቴሌግራም @nejashimarketingcenter
  ሼር ላይክ  አይርሱ

  Welcome to Nejashi Halal Market !!
 ነጃሺ ሀላል ማርኬት የሁሉም"
4382,8482,,2022-08-07 13:35:02+00:00," ገብቷል
 Ethereum WASHING MACHINE CLEANER (12 Pack)"
4384,8480,,2022-08-06 13:31:25+00:00," 10 pis    

10 አይነት እቃ ለቤቶ ውበት አዲስ ለሚጋቡ ለስጦታ ምርጥ እቃ ኦርጅናል 

የቱርክ እቃ ነው 

ዋጋ 17,500 

ቀድመው ለደወሉ ደንበኞቻችን

 +251920673552"
4385,8479,,2022-08-06 09:09:50+00:00,"ለብርጭቆ እና ለማጠብ አስቸጋሪ የሆኑ እቃዎችን በ ፕሬዠር የሚያጥብልን አዲስ እቃ አስገብተናል።የራሱ ገመድ ማገናኛ አብሮ ያለዉ
ዋጋ 900

 ይህንን እና ይህን መሰሎች ዘመናዊ የቤት እቃዎች እዲደርሳቹ  ነጃሺ ሀላል SHOP ይከታተሉ  

 ቴሌግራም @nejashimarketingcenter
  ሼር ላይክ  አይርሱ

  Welcome to Nejashi Halal Market !!
 ነጃሺ ሀላል ማርኬት የሁሉም"
4386,8478,,2022-08-05 12:06:11+00:00,"ወደ ነጃሺ ሲመጡ ከ ጠዋቱ 3:00 ሰአት እስከ ምሽቱ 2:00 ድረስ ያገኙናል

ማሳሰቢያ ሊመጡ ሲሉ ደውለው ቼክ ያድርጉን

አድራሻ  ቁ, 1  ኮልፌ አጠናተራ እፎይታ ህንፃ 1ደኛ ፎቅ ሱ,ቁ  051

 ቁ  2  ቤተል አደባባይ ሳራ ህንፃ ከቼምባ ካፌ ከፍ ብሎ 3ተኛ ሮቅ ቢሮ ቁ 310 ያገኙናል

 አልያ ባሉበት ይዘዙን ያለተጨማሪ ክፍያ ቤቶ ድረስ እናመጣለን


ቴሌግራም @nejashimarketingcenter
 አዳዲስ እቃዎች እዲደርሳቹ  ሼር ላይክ  አይርሱ

 +251920673552  /   +251945540673

  Welcome to Nejashi Halal Market !!
 ነጃሺ ሀላል ማርኬት የሁሉም"
4387,8477,,2022-08-05 08:56:11+00:00," በዚ ክረምት የተለያዩ ቦታዎች ላይ ቤቶ እያፈሰሰ  ተቸግረዋል 

Leakage Repair Waterproof Tape for Pipe Leakage Roof Water Leakage Solution Aluminium Foil Tape Waterproof Adhesive Tape Sealing Butyl Rubber Tape for Surface Crack, Pipe Rupture ..

5 meter ..

880 ብር

 ይህንን እና ይህን መሰሎች ዘመናዊ የቤት እቃዎች እዲደርሳቹ  ነጃሺ ሀላል SHOP ይከታተሉ  

 ቴሌግራም @nejashimarketingcenter
  ሼር ላይክ  አይርሱ

  Welcome to Nejashi Halal Market !!
 ነጃሺ ሀላል ማርኬት የሁሉም"
4389,8475,,2022-08-04 18:09:39+00:00," የሸቶ መቀነሻ Mini spray pour

የሸቶ መቀነሻ

        ዋጋ፦  200 ብር"
4390,8474,,2022-08-04 18:09:38+00:00," የሸቶ መቀነሻ Mini spray pour

የሸቶ መቀነሻ

        ዋጋ፦  200 ብር

 +251920673552"
4391,8473,,2022-08-04 17:18:14+00:00,"A3      ሳንፎርድ ትንሿ የልብስ እና የጫማ ማጠቢያ ማሽን 


ለማዘዝ:-  0920673552
         :-"
4393,8471,,2022-08-03 16:38:27+00:00," Kitchen Sticker

Size: 60CM×3M
Water-proof 
Oil-proof 
Hot-proof 
          

በቴሌግራም ፡ነጃሺን ይቀላቀሉ
 https://t.me/nejashimarketingcenter
   ነጃሺ ሀላል ገበያ ለሁሉም"
4394,8470,,2022-08-03 16:38:26+00:00," የጫማ መደርደሪያ 27 ጫማ የሚዝ
ዋጋ  2,700
ቴሌግራም @nejashimarketingcenter
  ሼር ላይክ  አይርሱ

 +251920673552  /   +251945540673

  Welcome to Nejashi Halal Market !!
 ነጃሺ ሀላል ማርኬት የሁሉም"
4395,8469,,2022-08-03 16:38:26+00:00," ሽንት ቤት ፣ ኪችን ፣ ሻወር ቤት ፣ ተደፍኖቦታል

 ቴሌግራም @nejashimarketingcenter
  ሼር ላይክ  አይርሱ

  Welcome to Nejashi Halal Market !!
 ነጃሺ ሀላል ማርኬት የሁሉም"
4397,8467,,2022-08-03 16:38:25+00:00,A3
4399,8465,,2022-08-03 16:38:24+00:00,"የተወሰነ ፍሬ ገብቷል

 ቤቶን የሚያፀዱበት ምርጥ መጥረጊያ"
4400,8464,,2022-08-03 16:38:24+00:00,"በድጋሚ  ገብቷል

7 ዓይነት አገልግሎት የሚሰጥ 30ሜትር የሚረዝም አስደማሚ የውሃ ጎማ

 ማጂክ ሆዝ

ወለል እና ምንጣፍ እንዲሁም መኪና ለማጠብ
አትክልቶችን ውሃ ለማጠጣት
ከቧንቧ ወደ በርሜል ውሃ ለመሙላት

ያለ ትግል ማንኛውም የቧንቧ ጫፍ ላይ  መሰካት የሚችል (Universal connector)

የፈለጉት ቦታ የሚደርስ (60 ሜትር)፣  በሀይል ውሃ እየረጨ ማጽዳት የሚያስችል

ለዓመታት እንዲያገለግል በከፍተኛ ጥራት የተመረተ፤

በትንሽ ቦታ የሚቀመጥ ፣ የሚለጠጥ/የሚሸበሸብ፣ ለማንቀሳቀስ ቀላል

7 አይነት ተቀያያሪ ጫፎች ያሉት (Shower, Flat, Centre,Cone, Full, Mist and Jet). 

በአንድ ግዢ ለአመታት ይገላገሉ!

ገንዘብዎን ቶሎ በሚሰነጠቁ የውሃ ጎማዎች ላይ ከማፍሰስ ዛሬ ይገላገሉ!"
4401,8463,,2022-08-03 16:38:24+00:00,"7 ዓይነት አገልግሎት የሚሰጥ 45እና 60 ሜትር የሚረዝም አስደማሚ የውሃ ጎማ

 ማጂክ ሆዝ

ወለል እና ምንጣፍ እንዲሁም መኪና ለማጠብ
አትክልቶችን ውሃ ለማጠጣት
ከቧንቧ ወደ በርሜል ውሃ ለመሙላት

ያለ ትግል ማንኛውም የቧንቧ ጫፍ ላይ  መሰካት የሚችል (Universal connector)

የፈለጉት ቦታ የሚደርስ በሀይል ውሃ እየረጨ ማጽዳት የሚያስችል

ለዓመታት እንዲያገለግል በከፍተኛ ጥራት የተመረተ፤

በትንሽ ቦታ የሚቀመጥ ፣ የሚለጠጥ/የሚሸበሸብ፣ ለማንቀሳቀስ ቀላል

7 አይነት ተቀያያሪ ጫፎች ያሉት (Shower, Flat, Centre,Cone, Full, Mist and Jet). 

በአንድ ግዢ ለአመታት ይገላገሉ!

ገንዘብዎን ቶሎ በሚሰነጠቁ የውሃ ጎማዎች ላይ ከማፍሰስ ዛሬ ይገላገሉ!"
4404,8460,,2022-08-03 16:38:23+00:00, ይሄ እቃ ውስን ፍሬ ገብቷል
4405,8459,,2022-08-03 16:38:23+00:00,C9
4406,8458,,2022-08-03 16:38:22+00:00," ይሄ እቃ ገብቷል ቀድመው ለደወሉ ደንበኞቻችን እንሰጣለን

ዋጋ  950 ብር

አድራሻ  ቤተል አደባባይ ሳራ ህንፃ 3 ፎቅ"
4411,8453,,2022-08-03 03:21:00+00:00,"__  እቃ ሲገዙ ከነጃሺ SHOP  ስጦታ እዳይረሱ   ይምረጡና  ይዘዙን

ከ 1500 ብር በላይ እቃ እየገዙ ያሉ ደንበኞቻችን በሙሉ እነዚህ 6 አይነት እቃዎችን መርጠው በ ስጦታ መልክ ይውሰዱ  በገዙት ልክ  ስጦታው ይጨምራል

እኛ ብንረሳ እርሶ እቃ ስንልክሎት የሚፈልጉትን  ስጦታ በዛው ይንገሩን   

እኛ ነጃሺዎች  ከሌሎች የሚለየን #በአነስተኛ ዋጋ ጥራት ያላቸው እቃ መያዛችን እና በተለይ በተለይ  #ታማኝነታችን ከማንም በላይ ነው


 እርሶም ለወዳጅ ዘመዶ ነጃሺን ይጋብዙ አድ በማድረግ ፣ ሼር በማድረግ  ለሁሉም ያዳርሱ

@nejashimarketingcenter
@nejashimarketingcenter"
4413,8451,,2022-08-02 08:38:39+00:00," ተጣጣፊ ወንበር አመጣንላቹ

Outdoor foldlng stool
telescoplc stool

ቴሌግራም @nejashimarketingcenter
 አዳዲስ እቃዎች እዲደርሳቹ  ሼር ላይክ  አይርሱ

 +251920673552  /   +251945540673

  Welcome to Nejashi Halal Market !!
 ነጃሺ ሀላል ማርኬት የሁሉም"
4415,8449,,2022-08-02 07:13:29+00:00," የሚሸጥ በጣም ቆጆ ቤት

 ሸጎሌ ሰለፈሳሊህ መስጂድ አጠገብ

700 ካሬ  በካርታ  60 ሺ የሚከራይ ግራውንድ መጋዘን ያለው በሁለት በኩል በር ያለው ጂ + 1 በጣም ቆጆ ቤት

ዋጋ 40 ሚሊየን በትንሹ ድርድር አለው

 +251920673552

( ነጃሺ ቤት እና መኪና ግዢ እና ኪራይ)

 የሚከራዩ እና የሚሸጡ ቤቶች እንዲሁም  መኪና እና ቤት መሸጥ  መግዛት  ሲፈልጉ ያነጋግሩን ለበለጠ መረጃ እዚህ ገብተው ይምረጡ

@nejshiHouseandcar
@nejshiHouseandcar"
4418,8444,,2022-08-01 20:31:35+00:00,"Baby bottle food feeder
የህፃናት መመገቢያ ጡጦ

        ዋጋ፦    400 ብር

""  ነጃሺ  kiDS ቤቢ ( የልጆች እቃ)
የልጆች ዘመናዊ እቃዎች 
Telegram :  ይቀላቀሉ 
@nejashisoop
@nejashisoop
 ለስጦታ ፣ አራስ ጥየቃ ፣ ለልጆ ፣ ለወዳጅ ዘመድ ምን ስጦታ ልስጥ ብለው አይቸገሩ  ነጃሺ  KiDS ቤቢ  መጣሎት ወደ ፔጁ በመቀላቀል የሚፈልጉትን እቃ ይምረጡ ፣ ይሸምት ፣ ይደሰቱ"
4419,8443,,2022-08-01 20:31:35+00:00,"Baby bottle food feeder
የህፃናት መመገቢያ ጡጦ

        ዋጋ፦    400 ብር

  ነጃሺ  kiDS ቤቢ ( የልጆች እቃ)
የልጆች ዘመናዊ እቃዎች 
Telegram :  ይቀላቀሉ 
@nejashisoop
@nejashisoop
 ለስጦታ ፣ አራስ ጥየቃ ፣ ለልጆ ፣ ለወዳጅ ዘመድ ምን ስጦታ ልስጥ ብለው አይቸገሩ  ነጃሺ  KiDS ቤቢ  መጣሎት ወደ ፔጁ በመቀላቀል የሚፈልጉትን እቃ ይምረጡ ፣ ይሸምት ፣ ይደሰቱ"
4420,8442,,2022-08-01 20:07:29+00:00," የነጭ ሽንኩርት መፍጫ በቻርጅ የሚሰራ

ቴሌግራም @nejashimarketingcenter
  ሼር ላይክ  አይርሱ

 +251920673552  /   +251945540673

  Welcome to Nejashi Halal Market !!
 ነጃሺ ሀላል ማርኬት የሁሉም"
4421,8441,,2022-08-01 18:38:49+00:00," ወደ ቱርክ ሄደው ለመታከም አስበዋል

አልፋ የቢዝነስ እና ሄሊዝ ቱሪዝም ድርጅት

ወደ ቱርክ አገር መጥተው በተመጣጣኝ ዋጋ መታከም ለሚፈልጉ ሁሉ ከታዋቂ ኢንተርናሽናል ሆስፒታሎች እንድታከሙ እናረጋለን።

1.ለካንሠር 
2.ለኩላሊት እና ጉበት 
3.ለአጥንት 
4.ለማህፀን እና መሠል 
5.ለስኳር እና ኢንዶክሪን 
6.ለልብ 
7.ፀጉር ማስተከል ለሚፈልጉ 
8.አግብተው መውለድ ላቃታቸው ጥንዶች
9.ለማንኛውም ከባድ ኢንፈክሽን 
10.ለከአንገት በላይ 
11.ለአይን 
12.ለአይምሮ እና ነርቭ  
13.ማንኛውም ቀላል ከባድ ኦፕሬሽኖች

ወዘተ አስፈላጊ የሆነው ትብብር እናረጋለን።ለታካሚዎች በአጭር ግዜ ቪዛ እናዘጋጃለን።
በእስታንቡል የጌስት ሐውስ አገልግሎትም እንሠጣለን።
እኛ ከሌሎች የሚለየን በአሠራራችን እና ከታካሚዎች ምንም አይነት ገንዘብ አለመፈለጋችን ነው።ብር የሚከፍሉን ከኛጋር የሚሠሩ ሆስፒታሎች እንጂ ታካሚዎች አይደሉም።
ለበለጠ መረጃ
00905072169501
ይደውሉ።
በዚህ ቁጥር በ
ቴሌግራምም ይደውሉልን።
ቴሌግራም @nejashimarketingcenter
  ሼር ላይክ  አይርሱ

 +251920673552  /   +251945540673

  Welcome to Nejashi Halal Market !!
 ነጃሺ ሀላል ማርኬት የሁሉም"
4422,8440,,2022-08-01 13:03:12+00:00,"Water Carry Bottled Water Pail Bucket Handle Water Upset Bottled Water Handle Pail Buckets Lifter (20L BOTTLE LIFTER) Water Bottle Handle 
400 birr"
4423,8439,,2022-08-01 06:39:03+00:00,"C14         BLACK & DICER
5in1
33 functions

#BLACK+DECKER 5 IN1 33 Function 400 Watt
 delivery. ዘመናዊ የማያዳግም ኦርጂናል ዕቃ ይግዙ
ለሽንኩርት 
ለጁስ 
ለስጋ 
ለቡና 
 ስላይስ ማድረጊያም ያለዉ
6.100 birr

Telegram :  ይቀላቀሉ
 https://t.me/nejashimarketingcenter
   ነጃሺ ሀላል ገበያ ለሁሉም"
4424,8438,,2022-08-01 06:39:03+00:00,"C17      SAACHI COFFEE  ROASTER   Telegram : 
 https://t.me/nejashimarketingcenter
   ነጃሺ ሀላል ገበያ ለሁሉም

 ሳቺ የቡና መቁያ

 ስራዎትን የሚያቀል ልዩ እቃ

 እስከ 400gm ቡና በአንዴ የሚቆላ

 ዘመናዊ የሙቀት መቆጣጠሪያ ያለው

 ለፈንድሻ መቁያ የሚሆን

 ለአጠቃቀም ምቹ የሆነ ዘመናዊ እቃ"
4425,8437,,2022-07-31 06:33:50+00:00,"ነጃሺ   ሀላል   SHOP

0920673552
 ለወዳጅ ዘመዶ ይህን ሊክ ይላኩ ይደሰቱ
@nejashimarketingcenter
@nejashimarketingcenter"
4426,8435,,2022-07-30 13:30:48+00:00," +251920673552 / +251945540673
 ነጃሺ ሀላል ማርኬት ለሁሉም

Telegram - 
@nejashimarketingcenter
@nejashimarketingcenter
 ጥራት  ዋስትና    ከ ነጃሺ
 አድራሻ  ቤተል አደባባይ ሳራ ህንፃ 3 ፎቅ ላይ ቢ,ቁ 310"
4428,8430,,2022-07-30 08:20:40+00:00," Washing Machine Anti-Vibration Feet Pads

4Packs Anti-Vibration Pads for Washing Machine Home Appliances, Silent Anti-Walk Feet Pads Washer and Dryer Noise Cancelling Foot Pads for All Washing Machine

800 ብር"
4430,8428,,2022-07-29 17:44:22+00:00," የከሰል ማያያዣ በቀላሉ ከሰል ለማያያዝ የሚሆን አነስ ያለ ቦታ የማይዝ   በኤሌክትሪክ የሚሰራ ከፈለግን ሻይ ቡና ለማፍላት የሚሆን

 ነጃሺ ሀላል ማርኬት ለሁሉም
አድራሻ  ቤተል አደባባይ ሳራ ህንፃ 3 ፎቅ
 ይቀላቀሉ ይሸምት፣ ይደሰቱ
@nejashionlinemarketing
@nejashionlinemarketing"
4432,8426,,2022-07-29 08:32:13+00:00,"  በቅርቡ የሚገባ  የቢላ ሞረድ በየቤቱ ሊኖር  የሚገባ


ቴሌግራም @nejashimarketingcenter
  ሼር ላይክ  አይርሱ

 +251920673552  /   +251945540673

  Welcome to Nejashi Halal Market !!
 ነጃሺ ሀላል ማርኬት የሁሉም"
4434,8424,,2022-07-28 19:48:28+00:00," ሴቶች ይሄን እቃ አያቹት
አንዴ ቻርጅ አድርጋቹት ለረጅም ቀናት ምትጠቀሙበት

ለነጭ ሽንኩርት ፣ ለቅመማ ቅመም 
ኦርጅናል  እቃ ከ   ነጃሺ ሀላል ገበያ"
4435,8423,,2022-07-28 19:48:28+00:00," ይሄ እቃ በድጋሚ ገብቷል ፈጥነው ይደውሉ 

C15       SAYONA 3 IN 1 JUICE EXTRACTOR BLENDER  

Telegram : 
 https://t.me/nejashimarketingcenter
   ነጃሺ ሀላል ገበያ ለሁሉም

 የቡና መፍጫ

 ለአትክልት

ካሮት አናናስ ቲማቲም የመሳሰሉትን እየጨመቀ ቆሻሻውን ለብቻ እያጣራ ውሃውን እየጨመቀ ወደራሱ ጆክ የሚቀዳ

 የስጋ መፍጫ

 ኦሪጂናልና ዘመናዊ ዕቃ 

 አነስ ያለ አትክልት እና ሽንኩርቶች መፍጫ ያለው

6,200 ብር

 +251920673552"
4436,8422,,2022-07-28 19:48:27+00:00," sonashi  roti maker

የቂጣ መዳመጫ ማሽን እራሱ ዳምጦ እራሱ ሚጠብስ"
4439,8419,,2022-07-28 19:48:26+00:00,"የምግብ ማቀነባበሪያ
የህፃናት ምግብ ለመምታት
ሾርባ ለመምታት
ጁስ ለመፍጨት
የሀባብ ጁስ ለመስራት
በጎድጓዳ ሳህን በፈለጉት አርገው መፍጨት የሚችሉበት
 በ1900ብር ብቻ።"
4440,8418,,2022-07-28 19:48:26+00:00," 900 ብር

 ቴሌግራም @nejashimarketingcenter
  ሼር ላይክ  አይርሱ

  Welcome to Nejashi Halal Market !!
 ነጃሺ ሀላል ማርኬት የሁሉም"
4441,8417,,2022-07-28 19:48:23+00:00," 5 in 1 Beauty Care Massager

‍የተለያዩ ፊት ላይ የሚወጡ  ብጉር፣ማዲያት፣ሽፍታ ፣ የፊ መጨማደድ ፣ ቶሎ የፊት ቆዳ መበላሸት የመሳሰሉትን በአጭር ጊዜ ማጥፍት የሚችል
‍ በባትሪ  የሚሰራ ማሳጅ
‍ እንዲሁም የተዘጋ ቀዳዳዎችን ፣ ዘይትን ፣ ቆሻሻዎችን እና ሌሎች ቆሻሻዎችን በቀጥታ ያስወግዳል 
‍ ለስላሳ እና ውብ ፊት ያላብሳል 
‍ የደም ዝውውርን ውጤታማ በሆነ መንገድ ያሻሽሉ
 FREE DELIVERY (ቤትዎ ድረስ በነፃ እናደርሳለን)

       ‍    ዋጋ 750ብር

 ያሉበት ድረስ በነፃ እናደርሳለን 

 +251920673552"
4442,8416,,2022-07-28 19:48:22+00:00," አዲስ እቃ  ገብቷል 

Telegram : 
 https://t.me/nejashimarketingcenter
   ነጃሺ ሀላል ገበያ ለሁሉም

 የጫማ  ማስቀመጫ መደርደሪያ

ማስቀመጫው ሙሉ ለሙሉ ብረት ነው

2900ብር    በሸራው  2500 ብር

 
 +251920673552"
4443,8415,,2022-07-28 03:00:43+00:00,"__ ቤቶ ሆነው የሚፈልጉትን እቃ  ይዘዙን ያሉበት ድረስ  በነፃ እናደርሳለን

 +251920673552

አድራሻ  ቁ,1 ቤተል  አደባባይ ሳራ ህንፃ 3 ፎቅ ቢ,ቁ 310

አድራሻ ቁ,2  በቅርቡ አጠናተራ እፎይታ ህንፃ አንደኛ ፎቅ ላይ ይጠብቁን

__ነጃሺ ሀላል SHOP የሁሉም
 ለወዳጅ ዘመዶ ነጃሺን ይጋብዙ__
@nejashimarketingcenter
@nejashimarketingcenter"
4445,8413,,2022-07-28 02:54:52+00:00,"በቅርቡ ቁ,2 አጠናተራ እፎይታ ህንፃ ስር ያገኙናል"
4446,8406,,2022-07-26 17:43:36+00:00," ይሄ  እቃ ገብቷል  ዋጋ  500 ብር

 ይህንን እና ይህን መሰሎች ዘመናዊ የቤት እቃዎች እዲደርሳቹ  ነጃሺ ሀላል SHOP ይከታተሉ  

 ቴሌግራም @nejashimarketingcenter
  ሼር ላይክ  አይርሱ

  Welcome to Nejashi Halal Market !!
 ነጃሺ ሀላል ማርኬት የሁሉም"
4448,8401,,2022-07-25 13:27:19+00:00,"Anti-spill Silicone Slip On Pour Soup Spout Funnel for Pots Pans and Bowls and Jars Kitchen Gadget Tool
Avaliable on hand ..
400  birr .


ቴሌግራም @nejashimarketingcenter
  ሼር ላይክ  አይርሱ

 +251920673552  /   +251945540673

  Welcome to Nejashi Halal Market !!
 ነጃሺ ሀላል ማርኬት የሁሉም"
4449,8400,,2022-07-25 13:21:52+00:00,"Bathroom deodorizer toilet cleaner with fragrance and anti bacterial

600 birr ( each )

ቴሌግራም @nejashimarketingcenter
  ሼር ላይክ  አይርሱ

 +251920673552  /   +251945540673

  Welcome to Nejashi Halal Market !!
 ነጃሺ ሀላል ማርኬት የሁሉም"
4451,8398,,2022-07-25 12:02:36+00:00,"Flexible Mirror Sheets ( 30 x 20 CM)
wall sticker mirror
Oval Shape Mirror Sticker
Self-Adhesive Plastic Mirror
Self Adhesive Reflective Mirror
Wall Sticker Magic Mirror
Mirror Stickers for Home Decoration ..

880 birr 

PRE ORDER"
4452,8397,,2022-07-25 03:10:14+00:00, EZ jet water cannon
4453,8396,,2022-07-25 03:06:41+00:00, Ethereum WASHING MACHINE CLEANER (12 Pack)
4454,8395,,2022-07-25 02:57:04+00:00," Reusable Paper Towels Lazy Rag 

 Non-woven kitchen cleaning cloths can be reused again
Great for wiping the kitchen ,counter, stove, appliances. 

Washable, durable use
Effectively remove dirt and oil stains
Good water absorption, 
no water mark after wiping
Size: 25*25 CM / Sheet 30&50PCS/ Roll"
4455,8394,,2022-07-24 20:15:14+00:00,"A2     ሁሉም ቤት ሊኖር የሚገባ አነስተኛ የልብስ ስፌት ማሽን
 
Mini Sewing Machine (YFSM-306)
     የYFSM 306 ጠረጴዛ ያለው ኤሌክትሮኒክ የስፌት ማሽን ብቃቶቹ
ለአጠቃቀም ቀላል እና ምቹ
የስፌት ፍጥነት መጨመሪያ እና መቀነሽያ ያለው
ወፍራም ጨርቆችን  እንደ ጅንስ ያሉትን ያለ ችግር ይሰፋል
ለሱሪ እና ሸሚዝ በክብ ስፌት የሚያስፈልግበትን ቦታዎች ያለ ምንም ችግር የሚሰፋ
የራሱ ፔዳል መርገጫ ያለው
የራሱ መብራት ስላለው ያለ ምንም ችግር እያዩ ለመስፋት የሚያስችል
የራሱ ቦቢን መጠቅለያ ያለው 

 Delivery available 
ዋጋ-3500 ብር

 0920673552  0945540673
 በውስጥ መስመር ለማዘዝ 
@abdulihake
Telegram :  ይቀላቀሉ
 @nejashimarketingcenter
@nejashimarketingcenter
   ነጃሺ ሃላል ማርኬት ለሁሉም
አ,አ ባሉበት ይዘዙን ያለተጨማሪ ክፍያ ቤቶ ድረስ እናደርሳለን  ክፍለ ሀገር ላላቹ ደንበኞቻችን በፓስታ ቤት አሊያ በመኪና እንልካለን   አድራሻ ቤተል ሳራ ህንፃ 3 ፎቅ

 ቪዲዮውን ይመልከቱት"
4456,8393,,2022-07-24 20:15:14+00:00,A2     ሁሉም ቤት ሊኖር ሚገባ አነስተኛ የልብስ ስፌት መኪና  በ 3500 ብር የግሎ ያድርጉ
4457,8392,,2022-07-24 19:46:54+00:00," ቴሌግራም @nejashimarketingcenter
  ሼር ላይክ  አይርሱ

  Welcome to Nejashi Halal Market !!
 ነጃሺ ሀላል ማርኬት የሁሉም"
4458,8391,,2022-07-24 19:43:33+00:00," Reusable Non-Stick Silicon Baking Mat / Dough Mat
     
  Size: 45cm * 35cm

              ዋጋ፦  550 ብር"
4459,8390,,2022-07-24 19:43:33+00:00,"Magic Silicone Dish Washing Gloves 

Price_ 400"
4460,8389,,2022-07-24 19:43:32+00:00,"የቦርጭ ማጥፊያ ቀበቶዎች እንቅስቃሴ ስናድርግ በላብ መልኩ ዉፍረትን ለመቀነስ እና ቅርፅዎን ለመጠበቅ ይጠቅማሉ 
ፍሪ ሳይዝ 
ዋጋ 1100 ብር

 +251920673552 / +251945540673
 ነጃሺ ሀላል ማርኬት ለሁሉም
Telegram - 
@nejashimarketingcenter
@nejashimarketingcenter
 ጥራት  ዋስትና    ከ ነጃሺ
 አድራሻ  ቤተል አደባባይ ሳራ ህንፃ 3 ፎቅ ላይ ቢ,ቁ 310"
4461,8388,,2022-07-24 19:43:32+00:00, ይሄ እቃ ውስን ፍሬ ገብቷል
4462,8387,,2022-07-24 19:43:32+00:00,"  ከ""ጃር"" ላይ የመጠጥ ዉሃ የሚስብ ተንቀሳቃሽ ማሽን
......water Dispenser..........
     በተመጣጣኝ ዋጋ 
በ USB ቻርጅ የሚሰራ
 አንድ ጊዜ ቻርጅ ተደረጎ 5 ጋሎን ውሀ የሚስብ
አውቶማቲክ መክፈቻና መዝጊያ ያለው
ለአጠቃቀም ምቹ

    ዋጋ 550ብር"
4463,8386,,2022-07-24 19:43:31+00:00,"  ከ""ጃር"" ላይ የመጠጥ ዉሃ የሚስብ ተንቀሳቃሽ ማሽን
......water Dispenser..........
     በተመጣጣኝ ዋጋ 
በ USB ቻርጅ የሚሰራ
 አንድ ጊዜ ቻርጅ ተደረጎ 5 ጋሎን ውሀ የሚስብ
አውቶማቲክ መክፈቻና መዝጊያ ያለው
ለአጠቃቀም ምቹ

    ዋጋ 550ብር"
4465,8384,,2022-07-24 19:43:31+00:00, ይሄ እቃ ገብቷል
4466,8383,,2022-07-24 19:43:30+00:00,"12 pcs Silicon kitchen sets
የኪችንዎን ስራ ሊያቀሉ የሚችሉ ማቴሪያሎች ሲልከን የሆኑ ማንኛዉንም ሙቀት መቋቋም የሚችሉ 12 ብዛት አንድ ላይ የቀረቡ 



 FREE DELIVERY 
አሁን ደውለው ይዘዙን ያሉበት ድረስ በፍጥነት እናመጣለን   +251920673552
ከአ.አ ውጪ ላላችሁ ደንበኞች በ24 ሰአት ውስጥ በEMS ፖስታ እንልካለ
Telegram :  ይቀላቀሉ
 @nejashimarketingcenter
@nejashimarketingcenter
   ነጃሺ ሃላል ማርኬት ለሁሉም
አድራሻ ቤተል ሳራ ህንፃ 3 ፎቅ"
4467,8382,,2022-07-24 19:43:30+00:00,"12 pcs Silicon kitchen sets
የኪችንዎን ስራ ሊያቀሉ የሚችሉ ማቴሪያሎች ሲልከን የሆኑ ማንኛዉንም ሙቀት መቋቋም የሚችሉ 12 ብዛት አንድ ላይ የቀረቡ 

+251920673552"
4468,8381,,2022-07-24 19:43:30+00:00, ይሄ እቃ የተወሰነ ፍሬ ገብቷል ቀድመው ይዘዙ
